Wizards,Cavaliers,Lakers,Mavericks,Celtics,Heat,Kings,Bulls,Pistons,Rockets,Grizzlies,Clippers,Spurs,Pelicans,76ers,Nuggets,Suns,Warriors,Trail Blazers,Pacers,Raptors,Jazz,Thunder,Hawks,Bucks,Hornets,Timberwolves,Knicks,Magic,Nets
1450.8339,1346.9901,1555.7339,1519.9543,1592.0532,1660.3782,1417.2316,1596.7417,1430.9758,1501.2556,1578.983,1560.9281,1676.2136,1453.0475,1537.5059,1576.3953,1530.1812,1421.1807,1450.6614,1561.7098,1437.3424,1532.3057,1659.13,1545.6381,1501.167,1240.0372,1411.7732,1529.618,1478.0159,1371.431
