,game_date,teamName_home,teamName_away,pre_game_elo_home,is_B2B_home,pre_game_elo_away,is_B2B_away,pre_game_elo_diff,days_rest_diff,possessions_rolling_diff,eFG_rolling_diff,TO%_rolling_diff,OREB%_rolling_diff,FTR_rolling_diff,off_rating_rolling_diff,def_rating_rolling_diff,net_rating_rolling_diff,win_home
0,2012-11-02 19:30:00,Cavaliers,Bulls,1358.4330446089791,False,1598.9964404882817,False,-240.56339587930256,1.0,-5.606400000000008,0.069620253164557,0.0463334052745433,0.13595706618962433,-0.139240506329114,7.464049676896877,2.5110077209740354,4.953041955922814,False
1,2012-11-02 20:00:00,Pelicans,Jazz,1449.5076738817204,False,1543.709558102884,False,-94.20188422116371,0.0,-5.145600000000002,0.0018258426966292207,0.018850742674665494,-0.1703296703296704,-0.18441011235955052,-13.038750722898001,10.799130422801198,-23.8378811456992,True
2,2012-11-02 20:00:00,Thunder,Trail Blazers,1655.9636116077702,True,1461.6158350786943,False,194.34777652907587,-1.0,-4.031999999999982,-0.13816304177749966,0.07291084042016771,0.016666666666666607,-0.03864809888906273,-30.196067318923795,-17.2552897021623,-12.94077761676151,True
3,2012-11-02 22:00:00,Suns,Pistons,1522.0390556255145,False,1420.973704298004,False,101.0653513275106,0.0,0.23039999999998884,-0.05601265822784812,0.021119743148458492,0.023255813953488413,-0.05411392405063287,-12.109218791658563,-19.67541369742564,7.566194905767093,True
4,2012-11-02 22:30:00,Warriors,Grizzlies,1429.3228443744856,False,1571.3936985811372,False,-142.07085420665157,0.0,-5.836799999999997,0.01744186046511631,-0.018906922467849197,-0.01416666666666666,-0.08139534883720939,0.450639928653203,-10.778774972436153,11.229414901089356,False
5,2012-11-02 22:30:00,Lakers,Clippers,1531.9550781810285,False,1568.5174014188628,False,-36.562323237834335,0.0,-7.27488000000001,-0.010897585897585826,-0.005155810881313755,0.15388198757763974,0.033721383721383724,6.378273262030845,25.828873795812058,-19.450600533781184,False
6,2012-11-03 19:00:00,Wizards,Celtics,1439.3909553910207,False,1568.110374649432,True,-128.71941925841134,3.0,-1.8489600000000195,-0.11585135135135138,-0.04177708445136891,0.1699507916131793,-0.10185885885885881,-11.725377869329975,-13.563812375262387,1.8384345059324012,False
7,2012-11-03 19:00:00,Pacers,Kings,1557.2059115709867,True,1406.4793893949304,True,150.72652217605628,0.0,-1.092480000000009,0.06451532763973544,0.03442413075155373,0.03977142778602458,0.086632664749627,7.8471761453211,-2.4339040357619695,10.281080181083057,True
8,2012-11-03 19:30:00,Heat,Nuggets,1646.410998491402,True,1555.270442516745,True,91.14055597465699,0.0,-3.3888000000000034,0.1390502489428322,-0.01722232321503195,-0.14424646781789635,0.04994699207905656,22.282824247535814,16.452801594274348,5.830022653261477,True
9,2012-11-03 20:00:00,Bulls,Pelicans,1610.0194614647808,True,1454.6461536809495,True,155.37330778383125,0.0,4.321920000000006,0.0840026761994061,0.03788464336994113,-0.013065091669742873,0.20266838993185074,10.471804767716378,-10.685835494722738,21.15764026243915,False
10,2012-11-03 20:00:00,Rockets,Trail Blazers,1523.0968581544896,True,1458.16080609686,True,64.9360520576297,0.0,0.019199999999997885,0.029629346571323045,0.08976893017478191,0.15187449392712551,0.008113044792834645,4.367986708501547,-7.11561598700311,11.483602695504661,False
11,2012-11-03 20:30:00,Spurs,Jazz,1682.9198145105097,False,1538.5710783036543,True,144.3487362068554,1.0,0.2400000000000091,0.02557404916880701,-0.0039029368630233152,-0.1835371150588542,-0.032364204322036016,-6.8010353928030725,-2.4639012290891884,-4.337134163713872,True
